Start Count: 112449221
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
Index may not exist
Count decreased...
Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
|        636 |         209 |1558660582841 |    6350 |      540,364,585 |           82,745 |          184,484 |           84,049 |
|        637 |         210 |1558660592876 |    6360 |      541,229,687 |           82,698 |           86,208 |           84,052 |
|        638 |         211 |1558660602879 |    6370 |      542,123,805 |           82,653 |           89,385 |           84,060 |
|        639 |       ***** |1558660612940 |    6380 |      542,123,805 |           82,653 |                0 |           83,928 |
|        640 |       ***** |1558660622848 |    6390 |      542,123,805 |           82,653 |                0 |           83,798 |
|        641 |       ***** |1558660632880 |    6400 |      542,123,805 |           82,653 |                0 |           83,666 |
|        642 |         212 |1558660642842 |    6410 |      543,490,898 |           82,601 |           34,209 |           83,750 |
|        643 |         213 |1558660652863 |    6420 |      544,848,426 |           82,552 |          135,468 |           83,830 |
|        644 |         214 |1558660662841 |    6430 |      546,388,159 |           82,508 |          154,313 |           83,940 |
|        645 |       ***** |1558660672843 |    6440 |      546,388,159 |           82,508 |                0 |           83,809 |
|        646 |       ***** |1558660684194 |    6451 |      546,388,159 |           82,508 |                0 |           83,662 |
|        647 |       ***** |1558660692844 |    6460 |      546,388,159 |           82,508 |                0 |           83,550 |
|        648 |         215 |1558660702842 |    6470 |      546,956,123 |           82,454 |           14,199 |           83,508 |
|        649 |         216 |1558660714832 |    6482 |      549,960,041 |           82,409 |          250,535 |           83,817 |
|        650 |         217 |1558660722843 |    6490 |      551,635,516 |           82,370 |          209,147 |           83,972 |
|        651 |       ***** |1558660732988 |    6500 |      551,635,516 |           82,370 |                0 |           83,841 |
|        652 |       ***** |1558660742841 |    6510 |      551,635,516 |           82,370 |                0 |           83,714 |
|        653 |       ***** |1558660752934 |    6520 |      551,635,516 |           82,370 |                0 |           83,585 |
|        654 |       ***** |1558660763178 |    6530 |      551,635,516 |           82,370 |                0 |           83,453 |
|        655 |         218 |1558660773882 |    6541 |      553,100,246 |           82,320 |           28,698 |           83,541 |
|        656 |         219 |1558660782843 |    6550 |      554,749,050 |           82,276 |          183,998 |           83,678 |
|        657 |         220 |1558660792863 |    6560 |      555,596,222 |           82,233 |           84,548 |           83,680 |
|        658 |       ***** |1558660802843 |    6570 |      555,596,222 |           82,233 |                0 |           83,552 |
|        659 |       ***** |1558660812855 |    6580 |      555,596,222 |           82,233 |                0 |           83,425 |
|        660 |       ***** |1558660822842 |    6590 |      555,596,222 |           82,233 |                0 |           83,299 |
|        661 |         221 |1558660832900 |    6600 |      556,195,244 |           82,180 |           14,962 |           83,263 |
|        662 |         222 |1558660842845 |    6610 |      559,429,460 |           82,138 |          325,210 |           83,627 |
|        663 |         223 |1558660852844 |    6620 |      561,410,016 |           82,101 |          198,075 |           83,800 |
|        664 |       ***** |1558660862843 |    6630 |      561,410,016 |           82,101 |                0 |           83,673 |
|        665 |       ***** |1558660872846 |    6640 |      561,410,016 |           82,101 |                0 |           83,547 |
|        666 |       ***** |1558660884028 |    6651 |      561,410,016 |           82,101 |                0 |           83,407 |
|        667 |       ***** |1558660893076 |    6660 |      561,410,016 |           82,101 |                0 |           83,293 |
|        668 |         224 |1558660902843 |    6670 |      563,203,584 |           82,057 |           35,872 |           83,440 |
|        669 |         225 |1558660912890 |    6680 |      565,519,060 |           82,019 |          230,464 |           83,661 |
|        670 |         226 |1558660922931 |    6690 |      566,671,379 |           81,984 |          114,761 |           83,708 |
|        671 |       ***** |1558660932846 |    6700 |      566,671,379 |           81,984 |                0 |           83,584 |
|        672 |       ***** |1558660942849 |    6710 |      566,671,379 |           81,984 |                0 |           83,460 |
|        673 |       ***** |1558660953480 |    6720 |      566,671,379 |           81,984 |                0 |           83,328 |
|        674 |         227 |1558660962848 |    6730 |      567,657,924 |           81,940 |           24,715 |           83,358 |
|        675 |         228 |1558660972846 |    6740 |      569,491,314 |           81,902 |          183,376 |           83,507 |
|        676 |         229 |1558660982844 |    6750 |      571,005,161 |           81,867 |          151,415 |           83,607 |
|        677 |       ***** |1558660992845 |    6760 |      571,005,161 |           81,867 |                0 |           83,484 |
|        678 |       ***** |1558661002844 |    6770 |      571,005,161 |           81,867 |                0 |           83,360 |
|        679 |       ***** |1558661012850 |    6780 |      571,005,161 |           81,867 |                0 |           83,237 |
|        680 |       ***** |1558661022933 |    6790 |      571,005,161 |           81,867 |                0 |           83,114 |
|        681 |         230 |1558661032901 |    6800 |      572,413,200 |           81,823 |           28,129 |           83,199 |
|        682 |         231 |1558661045819 |    6813 |      575,420,965 |           81,788 |          232,835 |           83,483 |
|        683 |       ***** |1558661052850 |    6820 |      575,420,965 |           81,788 |                0 |           83,396 |
|        684 |       ***** |1558661062844 |    6830 |      575,420,965 |           81,788 |                0 |           83,274 |
|        685 |       ***** |1558661072845 |    6840 |      575,420,965 |           81,788 |                0 |           83,153 |
|        686 |       ***** |1558661083181 |    6850 |      575,420,965 |           81,788 |                0 |           83,027 |
|        687 |         232 |1558661092996 |    6860 |      577,009,418 |           81,744 |           33,670 |           83,140 |
|        688 |         233 |1558661102849 |    6870 |      577,511,023 |           81,701 |           50,909 |           83,094 |
|        689 |         234 |1558661112881 |    6880 |      579,965,555 |           81,664 |          244,670 |           83,329 |
|        690 |       ***** |1558661122847 |    6890 |      579,965,555 |           81,664 |                0 |           83,209 |
|        691 |       ***** |1558661134929 |    6902 |      579,965,555 |           81,664 |                0 |           83,063 |
|        692 |       ***** |1558661143935 |    6911 |      579,965,555 |           81,664 |                0 |           82,955 |
|        693 |         235 |1558661152848 |    6920 |      580,435,807 |           81,619 |           11,766 |           82,916 |
|        694 |         236 |1558661162848 |    6930 |      581,367,281 |           81,575 |           93,147 |           82,931 |
|        695 |         237 |1558661172888 |    6940 |      584,788,082 |           81,541 |          340,717 |           83,304 |
|        696 |       ***** |1558661182851 |    6950 |      584,788,082 |           81,541 |                0 |           83,184 |
|        697 |       ***** |1558661192924 |    6960 |      584,788,082 |           81,541 |                0 |           83,064 |
|        698 |       ***** |1558661202954 |    6970 |      584,788,082 |           81,541 |                0 |           82,944 |
|        699 |       ***** |1558661212854 |    6980 |      584,788,082 |           81,541 |                0 |           82,827 |
|        700 |         238 |1558661222927 |    6990 |      586,615,589 |           81,500 |           36,522 |           82,969 |
|        701 |         239 |1558661232878 |    7000 |      588,183,443 |           81,462 |          157,557 |           83,075 |
|        702 |         240 |1558661242851 |    7010 |      589,777,497 |           81,428 |          159,837 |           83,184 |
|        703 |       ***** |1558661252852 |    7020 |      589,777,497 |           81,428 |                0 |           83,066 |
|        704 |       ***** |1558661262875 |    7030 |      589,777,497 |           81,428 |                0 |           82,947 |
|        705 |       ***** |1558661272858 |    7040 |      589,777,497 |           81,428 |                0 |           82,830 |
|        706 |         241 |1558661282851 |    7050 |      590,729,766 |           81,387 |           23,807 |           82,847 |
|        707 |         242 |1558661292856 |    7060 |      591,181,863 |           81,346 |           45,187 |           82,794 |
|        708 |         243 |1558661302851 |    7070 |      593,868,443 |           81,312 |          268,792 |           83,057 |
|        709 |       ***** |1558661312852 |    7080 |      593,868,443 |           81,312 |                0 |           82,939 |
|        710 |       ***** |1558661323182 |    7090 |      593,868,443 |           81,312 |                0 |           82,819 |
|        711 |       ***** |1558661332853 |    7100 |      593,868,443 |           81,312 |                0 |           82,706 |
|        712 |       ***** |1558661343723 |    7110 |      593,868,443 |           81,312 |                0 |           82,579 |
|        713 |         244 |1558661353021 |    7120 |      595,008,937 |           81,269 |           22,733 |           82,632 |
|        714 |         245 |1558661362869 |    7130 |      597,513,448 |           81,233 |          254,317 |           82,869 |
|        715 |         246 |1558661372931 |    7140 |      599,421,292 |           81,201 |          189,609 |           83,019 |
|        716 |       ***** |1558661384578 |    7151 |      599,421,292 |           81,201 |                0 |           82,884 |
|        717 |       ***** |1558661392872 |    7160 |      599,421,292 |           81,201 |                0 |           82,788 |
|        718 |       ***** |1558661402970 |    7170 |      599,421,292 |           81,201 |                0 |           82,671 |
|        719 |       ***** |1558661412890 |    7180 |      599,421,292 |           81,201 |                0 |           82,557 |
|        720 |         247 |1558661422855 |    7190 |      601,430,034 |           81,163 |           40,236 |           82,722 |
|        721 |         248 |1558661432854 |    7200 |      602,171,260 |           81,125 |           74,130 |           82,710 |
|        722 |         249 |1558661442856 |    7210 |      602,921,054 |           81,089 |           74,964 |           82,700 |
|        723 |       ***** |1558661452857 |    7220 |      602,921,054 |           81,089 |                0 |           82,585 |
|        724 |       ***** |1558661462854 |    7230 |      602,921,054 |           81,089 |                0 |           82,471 |
|        725 |       ***** |1558661473127 |    7240 |      602,921,054 |           81,089 |                0 |           82,354 |
|        726 |         250 |1558661482921 |    7250 |      604,025,560 |           81,046 |           27,568 |           82,395 |
|        727 |         251 |1558661493080 |    7260 |      606,379,621 |           81,009 |          231,722 |           82,604 |
|        728 |         252 |1558661502859 |    7270 |      608,124,218 |           80,976 |          178,402 |           82,733 |
|        729 |       ***** |1558661512859 |    7280 |      608,124,218 |           80,976 |                0 |           82,619 |
|        730 |       ***** |1558661522858 |    7290 |      608,124,218 |           80,976 |                0 |           82,506 |
|        731 |       ***** |1558661532858 |    7300 |      608,124,218 |           80,976 |                0 |           82,393 |
|        732 |       ***** |1558661542857 |    7310 |      608,124,218 |           80,976 |                0 |           82,280 |
|        733 |         253 |1558661552860 |    7320 |      610,335,594 |           80,937 |           44,227 |           82,470 |
|        734 |         254 |1558661562859 |    7330 |      612,111,199 |           80,903 |          177,578 |           82,599 |
|        735 |         255 |1558661572855 |    7340 |      613,406,202 |           80,871 |          129,552 |           82,663 |
|        736 |       ***** |1558661583728 |    7350 |      613,406,202 |           80,871 |                0 |           82,541 |
|        737 |       ***** |1558661592855 |    7360 |      613,406,202 |           80,871 |                0 |           82,439 |
|        738 |       ***** |1558661602969 |    7370 |      613,406,202 |           80,871 |                0 |           82,326 |
|        739 |         256 |1558661612861 |    7380 |      613,970,282 |           80,831 |           14,100 |           82,292 |
|        740 |         257 |1558661622856 |    7390 |      616,608,929 |           80,798 |          263,997 |           82,537 |
|        741 |         258 |1558661632856 |    7400 |      618,090,469 |           80,767 |          148,154 |           82,626 |
|        742 |       ***** |1558661642858 |    7410 |      618,090,469 |           80,767 |                0 |           82,515 |
|        743 |       ***** |1558661652880 |    7420 |      618,090,469 |           80,767 |                0 |           82,403 |
|        744 |       ***** |1558661662902 |    7430 |      618,090,469 |           80,767 |                0 |           82,292 |
|        745 |       ***** |1558661672856 |    7440 |      618,090,469 |           80,767 |                0 |           82,182 |
|        746 |         259 |1558661684120 |    7451 |      620,115,460 |           80,731 |           39,501 |           82,329 |
|        747 |         260 |1558661692869 |    7460 |      623,957,489 |           80,705 |          439,139 |           82,748 |
|        748 |       ***** |1558661702859 |    7470 |      623,957,489 |           80,705 |                0 |           82,637 |
|        749 |       ***** |1558661712869 |    7480 |      623,957,489 |           80,705 |                0 |           82,527 |
|        750 |       ***** |1558661723068 |    7490 |      623,957,489 |           80,705 |                0 |           82,414 |
|        751 |       ***** |1558661733025 |    7500 |      623,957,489 |           80,705 |                0 |           82,305 |
|        752 |       ***** |1558661742859 |    7510 |      623,957,489 |           80,705 |                0 |           82,197 |
|        753 |         261 |1558661752989 |    7520 |      627,095,287 |           80,674 |           52,192 |           82,504 |
|        754 |         262 |1558661762870 |    7530 |      629,573,652 |           80,648 |          250,821 |           82,724 |
|        755 |       ***** |1558661772924 |    7540 |      629,573,652 |           80,648 |                0 |           82,614 |
|        756 |       ***** |1558661783051 |    7550 |      629,573,652 |           80,648 |                0 |           82,503 |
|        757 |       ***** |1558661792859 |    7560 |      629,573,652 |           80,648 |                0 |           82,396 |
|        758 |       ***** |1558661802969 |    7570 |      629,573,652 |           80,648 |                0 |           82,286 |
|        759 |       ***** |1558661813227 |    7580 |      629,573,652 |           80,648 |                0 |           82,175 |
|        760 |         263 |1558661823025 |    7590 |      635,414,583 |           80,626 |           97,098 |           82,838 |
|        761 |       ***** |1558661834668 |    7601 |      635,414,583 |           80,626 |                0 |           82,711 |
|        762 |       ***** |1558661842870 |    7610 |      635,414,583 |           80,626 |                0 |           82,622 |
|        763 |       ***** |1558661852859 |    7620 |      635,414,583 |           80,626 |                0 |           82,514 |
|        764 |       ***** |1558661862857 |    7630 |      635,414,583 |           80,626 |                0 |           82,406 |
|        765 |       ***** |1558661874270 |    7641 |      635,414,583 |           80,626 |                0 |           82,283 |
|        766 |         264 |1558661883125 |    7650 |      636,300,927 |           80,592 |           14,748 |           82,303 |
|        767 |         265 |1558661892861 |    7660 |      639,305,846 |           80,566 |          308,640 |           82,591 |
|        768 |       ***** |1558661902871 |    7670 |      639,305,846 |           80,566 |                0 |           82,483 |
|        769 |       ***** |1558661912860 |    7680 |      639,305,846 |           80,566 |                0 |           82,376 |
|        770 |       ***** |1558661922879 |    7690 |      639,305,846 |           80,566 |                0 |           82,269 |
|        771 |       ***** |1558661933520 |    7700 |      639,305,846 |           80,566 |                0 |           82,155 |
|        772 |       ***** |1558661942990 |    7710 |      639,305,846 |           80,566 |                0 |           82,054 |
|        773 |         266 |1558661952916 |    7720 |      642,974,345 |           80,536 |           61,086 |           82,424 |
|        774 |         267 |1558661962865 |    7730 |      644,059,163 |           80,508 |          109,038 |           82,458 |
|        775 |       ***** |1558661972890 |    7740 |      644,059,163 |           80,508 |                0 |           82,351 |
|        776 |       ***** |1558661982858 |    7750 |      644,059,163 |           80,508 |                0 |           82,245 |
|        777 |       ***** |1558661992863 |    7760 |      644,059,163 |           80,508 |                0 |           82,139 |
|        778 |       ***** |1558662003213 |    7770 |      644,059,163 |           80,508 |                0 |           82,030 |
|        779 |         268 |1558662012955 |    7780 |      645,490,706 |           80,473 |           28,579 |           82,111 |
|        780 |         269 |1558662023477 |    7790 |      647,432,529 |           80,442 |          184,549 |           82,250 |
|        781 |         270 |1558662032887 |    7800 |      648,414,589 |           80,413 |          104,363 |           82,276 |
|        782 |       ***** |1558662042863 |    7810 |      648,414,589 |           80,413 |                0 |           82,171 |
|        783 |       ***** |1558662052859 |    7820 |      648,414,589 |           80,413 |                0 |           82,066 |
|        784 |       ***** |1558662062864 |    7830 |      648,414,589 |           80,413 |                0 |           81,961 |
|        785 |       ***** |1558662072870 |    7840 |      648,414,589 |           80,413 |                0 |           81,857 |
|        786 |         271 |1558662082860 |    7850 |      651,195,439 |           80,380 |           55,647 |           82,107 |
|        787 |         272 |1558662093212 |    7860 |      652,810,246 |           80,350 |          155,990 |           82,204 |
|        788 |       ***** |1558662103119 |    7870 |      652,810,246 |           80,350 |                0 |           82,101 |
|        789 |       ***** |1558662112873 |    7880 |      652,810,246 |           80,350 |                0 |           81,999 |
|        790 |       ***** |1558662123118 |    7890 |      652,810,246 |           80,350 |                0 |           81,892 |
|        791 |       ***** |1558662134317 |    7901 |      652,810,246 |           80,350 |                0 |           81,776 |
|        792 |       ***** |1558662142965 |    7910 |      652,810,246 |           80,350 |                0 |           81,687 |
|        793 |         273 |1558662152869 |    7920 |      655,873,707 |           80,316 |           51,351 |           81,972 |
|        794 |         274 |1558662162910 |    7930 |      657,331,859 |           80,284 |          145,220 |           82,052 |
|        795 |       ***** |1558662172922 |    7940 |      657,331,859 |           80,284 |                0 |           81,948 |
|        796 |       ***** |1558662182861 |    7950 |      657,331,859 |           80,284 |                0 |           81,846 |
|        797 |       ***** |1558662193015 |    7960 |      657,331,859 |           80,284 |                0 |           81,741 |
|        798 |       ***** |1558662202919 |    7970 |      657,331,859 |           80,284 |                0 |           81,640 |
|        799 |         275 |1558662213787 |    7981 |      660,160,915 |           80,250 |           55,606 |           81,883 |
|        800 |         276 |1558662222886 |    7990 |      661,787,601 |           80,218 |          178,776 |           81,993 |
|        801 |         277 |1558662233173 |    8000 |      662,333,676 |           80,187 |           53,084 |           81,956 |
|        802 |       ***** |1558662243717 |    8010 |      662,333,676 |           80,187 |                0 |           81,848 |
|        803 |       ***** |1558662252873 |    8020 |      662,333,676 |           80,187 |                0 |           81,755 |
|        804 |       ***** |1558662263646 |    8030 |      662,333,676 |           80,187 |                0 |           81,645 |
|        805 |         278 |1558662272861 |    8040 |      662,791,428 |           80,149 |           11,534 |           81,609 |
|        806 |         279 |1558662282866 |    8050 |      664,116,835 |           80,113 |          132,474 |           81,672 |
|        807 |         280 |1558662292863 |    8060 |      666,211,774 |           80,081 |          209,557 |           81,831 |
|        808 |       ***** |1558662302860 |    8070 |      666,211,774 |           80,081 |                0 |           81,729 |
|        809 |       ***** |1558662312865 |    8080 |      666,211,774 |           80,081 |                0 |           81,628 |
|        810 |       ***** |1558662322863 |    8090 |      666,211,774 |           80,081 |                0 |           81,527 |
|        811 |       ***** |1558662332880 |    8100 |      666,211,774 |           80,081 |                0 |           81,426 |
|        812 |         281 |1558662342868 |    8110 |      667,834,350 |           80,044 |           32,448 |           81,526 |
|        813 |         282 |1558662352865 |    8120 |      671,359,274 |           80,014 |          352,598 |           81,860 |
|        814 |       ***** |1558662362916 |    8130 |      671,359,274 |           80,014 |                0 |           81,759 |
|        815 |       ***** |1558662372863 |    8140 |      671,359,274 |           80,014 |                0 |           81,659 |
|        816 |       ***** |1558662382862 |    8150 |      671,359,274 |           80,014 |                0 |           81,558 |
|        817 |       ***** |1558662393240 |    8160 |      671,359,274 |           80,014 |                0 |           81,455 |
|        818 |         283 |1558662402919 |    8170 |      673,105,986 |           79,979 |           34,897 |           81,572 |
|        819 |         284 |1558662412864 |    8180 |      675,582,307 |           79,950 |          249,002 |           81,776 |
|        820 |         285 |1558662422900 |    8190 |      676,793,113 |           79,921 |          120,646 |           81,823 |
|        821 |       ***** |1558662432930 |    8200 |      676,793,113 |           79,921 |                0 |           81,723 |
|        822 |       ***** |1558662442871 |    8210 |      676,793,113 |           79,921 |                0 |           81,624 |
|        823 |       ***** |1558662452915 |    8220 |      676,793,113 |           79,921 |                0 |           81,524 |
|        824 |       ***** |1558662462973 |    8230 |      676,793,113 |           79,921 |                0 |           81,425 |
|        825 |         286 |1558662472884 |    8240 |      678,446,684 |           79,888 |           33,082 |           81,528 |
|        826 |         287 |1558662482870 |    8250 |      681,363,777 |           79,860 |          292,118 |           81,782 |
|        827 |       ***** |1558662492869 |    8260 |      681,363,777 |           79,860 |                0 |           81,683 |
|        828 |       ***** |1558662502865 |    8270 |      681,363,777 |           79,860 |                0 |           81,585 |
|        829 |       ***** |1558662512866 |    8280 |      681,363,777 |           79,860 |                0 |           81,486 |
|        830 |       ***** |1558662522880 |    8290 |      681,363,777 |           79,860 |                0 |           81,388 |
|        831 |         288 |1558662532967 |    8300 |      683,054,880 |           79,827 |           33,757 |           81,493 |
|        832 |         289 |1558662542969 |    8310 |      685,469,731 |           79,799 |          241,437 |           81,685 |
|        833 |         290 |1558662552868 |    8320 |      686,755,536 |           79,773 |          129,892 |           81,742 |
|        834 |       ***** |1558662562868 |    8330 |      686,755,536 |           79,773 |                0 |           81,644 |
|        835 |       ***** |1558662572866 |    8340 |      686,755,536 |           79,773 |                0 |           81,546 |
|        836 |       ***** |1558662585122 |    8352 |      686,755,536 |           79,773 |                0 |           81,427 |
|        837 |       ***** |1558662592866 |    8360 |      686,755,536 |           79,773 |                0 |           81,351 |
|        838 |         291 |1558662602869 |    8370 |      688,485,189 |           79,741 |           34,592 |           81,461 |
|        839 |         292 |1558662612961 |    8380 |      690,127,383 |           79,712 |          162,722 |           81,559 |
|        840 |         293 |1558662624874 |    8392 |      691,856,013 |           79,686 |          145,105 |           81,649 |
|        841 |       ***** |1558662634773 |    8402 |      691,856,013 |           79,686 |                0 |           81,553 |
|        842 |       ***** |1558662642965 |    8410 |      691,856,013 |           79,686 |                0 |           81,473 |
|        843 |       ***** |1558662652973 |    8420 |      691,856,013 |           79,686 |                0 |           81,376 |
|        844 |         294 |1558662662866 |    8430 |      693,032,932 |           79,656 |           30,978 |           81,421 |
|        845 |         295 |1558662672911 |    8440 |      693,516,785 |           79,625 |           48,169 |           81,381 |
|        846 |         296 |1558662682913 |    8450 |      694,451,737 |           79,596 |           93,477 |           81,395 |
|        847 |         297 |1558662694074 |    8461 |      695,433,997 |           79,567 |           88,008 |           81,404 |
|        848 |         298 |1558662702951 |    8470 |      695,930,388 |           79,539 |           55,919 |           81,377 |
|        849 |       ***** |1558662713636 |    8480 |      695,930,388 |           79,539 |                0 |           81,275 |
|        850 |         299 |1558662722964 |    8490 |      696,411,059 |           79,509 |           24,018 |           81,242 |
|        851 |         300 |1558662733754 |    8500 |      697,393,394 |           79,479 |           91,041 |           81,254 |
|        852 |         301 |1558662742879 |    8510 |      698,645,451 |           79,451 |          137,212 |           81,314 |
|        853 |       ***** |1558662752873 |    8520 |      698,645,451 |           79,451 |                0 |           81,219 |
|        854 |         302 |1558662764389 |    8531 |      700,418,656 |           79,424 |           82,436 |           81,317 |
|        855 |       ***** |1558662772867 |    8540 |      700,418,656 |           79,424 |                0 |           81,237 |
|        856 |       ***** |1558662782909 |    8550 |      700,418,656 |           79,424 |                0 |           81,141 |
|        857 |         303 |1558662793508 |    8560 |      702,008,596 |           79,396 |           54,601 |           81,226 |
|        858 |         304 |1558662803077 |    8570 |      703,476,786 |           79,370 |          153,432 |           81,307 |
|        859 |       ***** |1558662814655 |    8581 |      703,476,786 |           79,370 |                0 |           81,197 |
|        860 |         305 |1558662822890 |    8590 |      704,228,184 |           79,343 |           37,924 |           81,207 |
|        861 |         306 |1558662834970 |    8602 |      704,613,970 |           79,315 |           31,936 |           81,138 |
|        862 |       ***** |1558662842872 |    8610 |      704,613,970 |           79,315 |                0 |           81,063 |
|        863 |       ***** |1558662852870 |    8620 |      704,613,970 |           79,315 |                0 |           80,969 |
|        864 |         307 |1558662862902 |    8630 |      706,130,718 |           79,286 |           54,301 |           81,051 |
|        865 |         308 |1558662873547 |    8640 |      706,919,385 |           79,257 |           74,088 |           81,042 |
|        866 |       ***** |1558662882903 |    8650 |      706,919,385 |           79,257 |                0 |           80,955 |
|        867 |         309 |1558662892875 |    8660 |      708,313,208 |           79,229 |           72,114 |           81,022 |
|        868 |       ***** |1558662902873 |    8670 |      708,313,208 |           79,229 |                0 |           80,929 |
|        869 |       ***** |1558662912908 |    8680 |      708,313,208 |           79,229 |                0 |           80,835 |
|        870 |         310 |1558662922875 |    8690 |      708,840,645 |           79,197 |           17,581 |           80,803 |
|        871 |         311 |1558662932872 |    8700 |      711,476,127 |           79,170 |          263,627 |           81,014 |
|        872 |       ***** |1558662943017 |    8710 |      711,476,127 |           79,170 |                0 |           80,919 |
|        873 |         312 |1558662952873 |    8720 |      712,593,325 |           79,142 |           55,857 |           80,956 |
|        874 |         313 |1558662962964 |    8730 |      713,161,175 |           79,114 |           56,273 |           80,927 |
|        875 |       ***** |1558662973159 |    8740 |      713,161,175 |           79,114 |                0 |           80,833 |
|        876 |       ***** |1558662982919 |    8750 |      713,161,175 |           79,114 |                0 |           80,743 |
|        877 |         314 |1558662993015 |    8760 |      716,713,468 |           79,089 |          118,209 |           81,055 |
|        878 |       ***** |1558663004154 |    8771 |      716,713,468 |           79,089 |                0 |           80,952 |
|        879 |       ***** |1558663012961 |    8780 |      716,713,468 |           79,089 |                0 |           80,871 |
|        880 |         315 |1558663022873 |    8790 |      718,388,365 |           79,063 |           56,095 |           80,970 |
|        881 |       ***** |1558663032874 |    8800 |      718,388,365 |           79,063 |                0 |           80,878 |
|        882 |       ***** |1558663042875 |    8810 |      718,388,365 |           79,063 |                0 |           80,787 |
|        883 |         316 |1558663052875 |    8820 |      718,858,622 |           79,034 |           15,674 |           80,748 |
|        884 |         317 |1558663062874 |    8830 |      721,224,525 |           79,008 |          236,614 |           80,925 |
|        885 |       ***** |1558663072875 |    8840 |      721,224,525 |           79,008 |                0 |           80,833 |
|        886 |         318 |1558663082877 |    8850 |      721,694,739 |           78,981 |           23,507 |           80,795 |
|        887 |         319 |1558663092905 |    8860 |      722,587,423 |           78,954 |           89,019 |           80,804 |
|        888 |       ***** |1558663103333 |    8870 |      722,587,423 |           78,954 |                0 |           80,709 |
|        889 |       ***** |1558663112878 |    8880 |      722,587,423 |           78,954 |                0 |           80,623 |
|        890 |         320 |1558663123034 |    8890 |      724,957,932 |           78,928 |           78,679 |           80,797 |
|        891 |         321 |1558663133365 |    8900 |      725,460,458 |           78,901 |           48,643 |           80,760 |
|        892 |       ***** |1558663143003 |    8910 |      725,460,458 |           78,901 |                0 |           80,672 |
|        893 |         322 |1558663152877 |    8920 |      726,010,008 |           78,873 |           28,165 |           80,645 |
|        894 |         323 |1558663162878 |    8930 |      727,133,905 |           78,847 |          112,378 |           80,680 |
|        895 |       ***** |1558663173108 |    8940 |      727,133,905 |           78,847 |                0 |           80,588 |
|        896 |         324 |1558663182931 |    8950 |      727,643,462 |           78,818 |           25,411 |           80,556 |
|        897 |         325 |1558663192877 |    8960 |      729,224,018 |           78,792 |          158,914 |           80,643 |
|        898 |         326 |1558663202880 |    8970 |      730,324,145 |           78,767 |          109,980 |           80,676 |
|        899 |       ***** |1558663212877 |    8980 |      730,324,145 |           78,767 |                0 |           80,586 |
|        900 |         327 |1558663222877 |    8990 |      731,553,506 |           78,741 |           61,477 |           80,633 |
|        901 |       ***** |1558663232909 |    9000 |      731,553,506 |           78,741 |                0 |           80,544 |
|        902 |       ***** |1558663242906 |    9010 |      731,553,506 |           78,741 |                0 |           80,454 |
|        903 |         328 |1558663252879 |    9020 |      732,771,818 |           78,714 |           40,608 |           80,500 |
|        904 |         329 |1558663263007 |    9030 |      733,206,826 |           78,686 |           42,951 |           80,458 |
|        905 |         330 |1558663272877 |    9040 |      734,067,109 |           78,660 |           87,161 |           80,466 |
|        906 |         331 |1558663282880 |    9050 |      734,524,211 |           78,633 |           45,696 |           80,427 |
|        907 |         332 |1558663292912 |    9060 |      735,445,693 |           78,607 |           91,854 |           80,440 |
|        908 |       ***** |1558663303060 |    9070 |      735,445,693 |           78,607 |                0 |           80,350 |
|        909 |         333 |1558663313214 |    9080 |      736,053,392 |           78,579 |           29,933 |           80,327 |
|        910 |         334 |1558663322957 |    9090 |      737,253,846 |           78,553 |          123,212 |           80,373 |
|        911 |         335 |1558663332957 |    9100 |      739,065,798 |           78,529 |          181,195 |           80,484 |
|        912 |       ***** |1558663342889 |    9110 |      739,065,798 |           78,529 |                0 |           80,396 |
|        913 |         336 |1558663352880 |    9120 |      741,008,138 |           78,506 |           97,492 |           80,521 |
|        914 |       ***** |1558663362949 |    9130 |      741,008,138 |           78,506 |                0 |           80,432 |
|        915 |       ***** |1558663373214 |    9140 |      741,008,138 |           78,506 |                0 |           80,342 |
|        916 |         337 |1558663382880 |    9150 |      742,624,381 |           78,482 |           53,875 |           80,433 |
|        917 |       ***** |1558663393050 |    9160 |      742,624,381 |           78,482 |                0 |           80,344 |
|        918 |         338 |1558663402880 |    9170 |      744,306,823 |           78,459 |           84,122 |           80,441 |
|        919 |         339 |1558663412958 |    9180 |      744,785,182 |           78,435 |           47,466 |           80,405 |
|        920 |         340 |1558663422899 |    9190 |      745,719,013 |           78,412 |           93,937 |           80,420 |
|        921 |       ***** |1558663432909 |    9200 |      745,719,013 |           78,412 |                0 |           80,332 |
|        922 |         341 |1558663442888 |    9210 |      746,212,265 |           78,388 |           24,676 |           80,299 |
|        923 |         342 |1558663453450 |    9220 |      747,199,353 |           78,364 |           93,457 |           80,314 |
|        924 |         343 |1558663462881 |    9230 |      748,616,087 |           78,342 |          150,221 |           80,385 |
