Watching for changes in count...  Use Ctrl-C to Exit.
|Sample Number|Epoch|Count|Linear Regression Rate|Approx. Instantaneous Rate|
| 1325 | 1558660700884 | 661862964 | 100001 | 86103 |
| 1326 | 1558660705883 | 662294002 | 100001 | 86225 |
| 1327 | 1558660710884 | 662731681 | 100001 | 87518 |
| 1328 | 1558660715896 | 663179449 | 100000 | 89339 |
| 1329 | 1558660720883 | 663637309 | 100000 | 91811 |
| 1330 | 1558660725884 | 664105436 | 100000 | 93607 |
| 1331 | 1558660730893 | 664592753 | 100000 | 97288 |
| 1332 | 1558660735884 | 665099618 | 99999 | 101556 |
| 1333 | 1558660740885 | 665624829 | 99999 | 105021 |
| 1334 | 1558660745886 | 666171670 | 99999 | 109346 |
| 1335 | 1558660750886 | 666742123 | 99999 | 114091 |
| 1336 | 1558660755889 | 667320756 | 99999 | 115657 |
| 1337 | 1558660760886 | 667913456 | 99999 | 118611 |
| 1338 | 1558660765887 | 668508511 | 99999 | 118987 |
| 1339 | 1558660770886 | 669097392 | 99999 | 117800 |
| 1340 | 1558660775886 | 669668314 | 99999 | 114184 |
| 1341 | 1558660780887 | 670233216 | 99999 | 112958 |
| 1342 | 1558660785890 | 670771437 | 100000 | 107580 |
| 1343 | 1558660790887 | 671287818 | 100000 | 103338 |
| 1344 | 1558660795890 | 671784588 | 100000 | 99294 |
| 1345 | 1558660800887 | 672261708 | 100000 | 95481 |
| 1346 | 1558660805887 | 672722715 | 100000 | 92201 |
| 1347 | 1558660810887 | 673175007 | 100001 | 90458 |
| 1348 | 1558660815889 | 673618196 | 100001 | 88602 |
| 1349 | 1558660820887 | 674053410 | 100001 | 87078 |
| 1350 | 1558660825887 | 674480238 | 100001 | 85366 |
| 1351 | 1558660830888 | 674907002 | 100001 | 85336 |
| 1352 | 1558660835887 | 675341685 | 100001 | 86954 |
| 1353 | 1558660840897 | 675774330 | 100001 | 86356 |
| 1354 | 1558660845891 | 676210620 | 100001 | 87363 |
| 1355 | 1558660850890 | 676655336 | 100000 | 88961 |
| 1356 | 1558660855887 | 677111913 | 100000 | 91370 |
| 1357 | 1558660860894 | 677579990 | 100000 | 93485 |
| 1358 | 1558660865887 | 678071507 | 100000 | 98441 |
| 1359 | 1558660870886 | 678585604 | 99999 | 102840 |
| 1360 | 1558660875886 | 679118937 | 99999 | 106667 |
| 1361 | 1558660880887 | 679680371 | 99999 | 112264 |
| 1362 | 1558660885887 | 680261387 | 99999 | 116203 |
| 1363 | 1558660890886 | 680852043 | 99999 | 118155 |
| 1364 | 1558660895898 | 681442622 | 99999 | 117833 |
| 1365 | 1558660900888 | 682041190 | 99999 | 119954 |
| 1366 | 1558660905887 | 682629483 | 99999 | 117682 |
| 1367 | 1558660910887 | 683202000 | 99999 | 114503 |
| 1368 | 1558660915887 | 683757558 | 99999 | 111112 |
| 1369 | 1558660920927 | 684285856 | 100000 | 104821 |
| 1370 | 1558660925887 | 684801770 | 100000 | 104015 |
| 1371 | 1558660930887 | 685293044 | 100000 | 98255 |
| 1372 | 1558660935887 | 685766243 | 100000 | 94640 |
| 1373 | 1558660940888 | 686220180 | 100001 | 90769 |
| 1374 | 1558660945887 | 686665218 | 100001 | 89025 |
| 1375 | 1558660950894 | 687100988 | 100001 | 87032 |
| 1376 | 1558660955888 | 687534659 | 100001 | 86838 |
| 1377 | 1558660960896 | 687963114 | 100001 | 85554 |
| 1378 | 1558660965888 | 688387555 | 100001 | 85024 |
| 1379 | 1558660970889 | 688818039 | 100001 | 86080 |
| 1380 | 1558660975889 | 689250481 | 100001 | 86488 |
| 1381 | 1558660980888 | 689691160 | 100000 | 88153 |
| 1382 | 1558660985889 | 690134814 | 100000 | 88713 |
| 1383 | 1558660990889 | 690598431 | 100000 | 92723 |
| 1384 | 1558660995889 | 691079702 | 100000 | 96254 |
| 1385 | 1558661000888 | 691575984 | 100000 | 99276 |
| 1386 | 1558661005896 | 692088780 | 99999 | 102395 |
| 1387 | 1558661010889 | 692627330 | 99999 | 107861 |
| 1388 | 1558661015888 | 693183619 | 99999 | 111280 |
| 1389 | 1558661020888 | 693763391 | 99999 | 115954 |
| 1390 | 1558661025889 | 694358492 | 99999 | 118996 |
| 1391 | 1558661030889 | 694961990 | 99999 | 120700 |
| 1392 | 1558661035890 | 695557764 | 99999 | 119131 |
| 1393 | 1558661040890 | 696143232 | 99999 | 117094 |
| 1394 | 1558661045889 | 696715950 | 99999 | 114567 |
| 1395 | 1558661050900 | 697264307 | 100000 | 109431 |
| 1396 | 1558661055891 | 697798195 | 100000 | 106970 |
| 1397 | 1558661060890 | 698305138 | 100000 | 101409 |
| 1398 | 1558661065890 | 698793529 | 100000 | 97678 |
| 1399 | 1558661070891 | 699263122 | 100000 | 93900 |
| 1400 | 1558661075891 | 699712328 | 100001 | 89841 |
| 1401 | 1558661080890 | 700154951 | 100001 | 88542 |
| 1402 | 1558661085898 | 700590487 | 100001 | 86968 |
| 1403 | 1558661090891 | 701023630 | 100001 | 86750 |
| 1404 | 1558661095890 | 701452641 | 100001 | 85819 |
| 1405 | 1558661100891 | 701880163 | 100001 | 85487 |
| 1406 | 1558661105893 | 702314012 | 100001 | 86735 |
| 1407 | 1558661110890 | 702750173 | 100001 | 87285 |
| 1408 | 1558661115891 | 703192422 | 100000 | 88432 |
| 1409 | 1558661120893 | 703643935 | 100000 | 90266 |
| 1410 | 1558661125893 | 704107635 | 100000 | 92740 |
| 1411 | 1558661130891 | 704583227 | 100000 | 95156 |
| 1412 | 1558661135891 | 705077302 | 100000 | 98815 |
| 1413 | 1558661140895 | 705598561 | 99999 | 104168 |
| 1414 | 1558661145893 | 706137720 | 99999 | 107875 |
| 1415 | 1558661150893 | 706693687 | 99999 | 111193 |
| 1416 | 1558661155892 | 707271762 | 99999 | 115638 |
| 1417 | 1558661160893 | 707855441 | 99999 | 116712 |
| 1418 | 1558661165896 | 708445482 | 99999 | 117937 |
| 1419 | 1558661170894 | 709034303 | 99999 | 117811 |
| 1420 | 1558661175894 | 709618729 | 99999 | 116885 |
| 1421 | 1558661180895 | 710188722 | 99999 | 113976 |
| 1422 | 1558661185894 | 710740165 | 99999 | 110311 |
| 1423 | 1558661190894 | 711277871 | 100000 | 107541 |
| 1424 | 1558661195895 | 711793373 | 100000 | 103080 |
| 1425 | 1558661200894 | 712285912 | 100000 | 98528 |
| 1426 | 1558661205895 | 712762972 | 100000 | 95393 |
| 1427 | 1558661210896 | 713230484 | 100000 | 93484 |
| 1428 | 1558661215895 | 713683892 | 100001 | 90700 |
| 1429 | 1558661220896 | 714127501 | 100001 | 88704 |
| 1430 | 1558661225897 | 714560245 | 100001 | 86531 |
| 1431 | 1558661230898 | 714987745 | 100001 | 85483 |
| 1432 | 1558661235901 | 715417545 | 100001 | 85908 |
| 1433 | 1558661240896 | 715847456 | 100001 | 86068 |
| 1434 | 1558661245897 | 716282152 | 100001 | 86922 |
| 1435 | 1558661250898 | 716720638 | 100001 | 87680 |
| 1436 | 1558661255900 | 717168655 | 100000 | 89568 |
| 1437 | 1558661260899 | 717626136 | 100000 | 91515 |
| 1438 | 1558661265898 | 718094238 | 100000 | 93639 |
| 1439 | 1558661270899 | 718581871 | 100000 | 97507 |
| 1440 | 1558661275899 | 719091148 | 100000 | 101855 |
| 1441 | 1558661280898 | 719617599 | 99999 | 105311 |
| 1442 | 1558661285900 | 720161715 | 99999 | 108780 |
| 1443 | 1558661290899 | 720724930 | 99999 | 112666 |
| 1444 | 1558661295900 | 721306069 | 99999 | 116205 |
| 1445 | 1558661300901 | 721894490 | 99999 | 117661 |
| 1446 | 1558661305901 | 722484656 | 99999 | 118033 |
| 1447 | 1558661310900 | 723075712 | 99999 | 118235 |
| 1448 | 1558661315900 | 723649584 | 99999 | 114774 |
| 1449 | 1558661320901 | 724216239 | 99999 | 113308 |
| 1450 | 1558661325902 | 724762716 | 100000 | 109274 |
| 1451 | 1558661330902 | 725289183 | 100000 | 105293 |
| 1452 | 1558661335901 | 725795892 | 100000 | 101362 |
| 1453 | 1558661340901 | 726286543 | 100000 | 98130 |
| 1454 | 1558661345902 | 726757062 | 100000 | 94085 |
| 1455 | 1558661350902 | 727215043 | 100001 | 91596 |
| 1456 | 1558661355903 | 727664422 | 100001 | 89858 |
| 1457 | 1558661360902 | 728104950 | 100001 | 88123 |
| 1458 | 1558661365907 | 728536088 | 100001 | 86141 |
| 1459 | 1558661370904 | 728965388 | 100001 | 85912 |
| 1460 | 1558661375903 | 729393735 | 100001 | 85687 |
| 1461 | 1558661380903 | 729824099 | 100001 | 86073 |
| 1462 | 1558661385904 | 730257043 | 100001 | 86571 |
| 1463 | 1558661390904 | 730694514 | 100000 | 87494 |
| 1464 | 1558661395903 | 731143159 | 100000 | 89747 |
| 1465 | 1558661400904 | 731606188 | 100000 | 92587 |
| 1466 | 1558661405908 | 732083665 | 100000 | 95419 |
| 1467 | 1558661410904 | 732577200 | 100000 | 98786 |
| 1468 | 1558661415903 | 733085672 | 100000 | 101715 |
| 1469 | 1558661420903 | 733617447 | 99999 | 106355 |
| 1470 | 1558661425904 | 734173813 | 99999 | 111251 |
| 1471 | 1558661430903 | 734742201 | 99999 | 113700 |
| 1472 | 1558661435903 | 735326463 | 99999 | 116852 |
| 1473 | 1558661440912 | 735912277 | 99999 | 116952 |
| 1474 | 1558661445908 | 736496921 | 99999 | 117022 |
| 1475 | 1558661450904 | 737087344 | 99999 | 118179 |
| 1476 | 1558661455904 | 737669246 | 99999 | 116380 |
| 1477 | 1558661460903 | 738236115 | 99999 | 113396 |
| 1478 | 1558661465904 | 738784467 | 100000 | 109648 |
| 1479 | 1558661470904 | 739310963 | 100000 | 105299 |
| 1480 | 1558661475908 | 739813024 | 100000 | 100332 |
| 1481 | 1558661480908 | 740299526 | 100000 | 97300 |
| 1482 | 1558661485904 | 740765903 | 100000 | 93350 |
| 1483 | 1558661490904 | 741218070 | 100001 | 90433 |
| 1484 | 1558661495904 | 741663267 | 100001 | 89039 |
| 1485 | 1558661500904 | 742099374 | 100001 | 87221 |
| 1486 | 1558661505908 | 742530722 | 100001 | 86201 |
| 1487 | 1558661510905 | 742958095 | 100001 | 85526 |
| 1488 | 1558661515909 | 743383037 | 100001 | 84920 |
| 1489 | 1558661520905 | 743812498 | 100001 | 85961 |
| 1490 | 1558661525905 | 744247015 | 100001 | 86903 |
| 1491 | 1558661530906 | 744684748 | 100000 | 87529 |
| 1492 | 1558661535906 | 745135268 | 100000 | 90104 |
| 1493 | 1558661540905 | 745593360 | 100000 | 91637 |
| 1494 | 1558661545909 | 746067336 | 100000 | 94719 |
| 1495 | 1558661550913 | 746561198 | 100000 | 98693 |
| 1496 | 1558661555915 | 747075844 | 100000 | 102888 |
| 1497 | 1558661560931 | 747605881 | 99999 | 105669 |
| 1498 | 1558661565906 | 748165017 | 99999 | 112389 |
| 1499 | 1558661570914 | 748733547 | 99999 | 113524 |
| 1500 | 1558661575907 | 749316020 | 99999 | 116658 |
| 1501 | 1558661580906 | 749909932 | 99999 | 118806 |
| 1502 | 1558661585907 | 750505132 | 99999 | 119016 |
| 1503 | 1558661590907 | 751095915 | 99999 | 118157 |
| 1504 | 1558661595906 | 751676283 | 99999 | 116097 |
| 1505 | 1558661600907 | 752243391 | 99999 | 113399 |
| 1506 | 1558661605907 | 752789642 | 100000 | 109250 |
| 1507 | 1558661610908 | 753312670 | 100000 | 104585 |
| 1508 | 1558661615907 | 753815017 | 100000 | 100489 |
| 1509 | 1558661620908 | 754299451 | 100000 | 96867 |
| 1510 | 1558661625909 | 754766449 | 100000 | 93381 |
| 1511 | 1558661630908 | 755224883 | 100001 | 91705 |
| 1512 | 1558661635915 | 755670413 | 100001 | 88981 |
| 1513 | 1558661640914 | 756103616 | 100001 | 86658 |
| 1514 | 1558661645909 | 756538295 | 100001 | 87023 |
| 1515 | 1558661650910 | 756966970 | 100001 | 85718 |
| 1516 | 1558661655910 | 757395128 | 100001 | 85632 |
| 1517 | 1558661660910 | 757826584 | 100001 | 86291 |
| 1518 | 1558661665909 | 758258735 | 100001 | 86447 |
| 1519 | 1558661670910 | 758696851 | 100000 | 87606 |
| 1520 | 1558661675910 | 759146268 | 100000 | 89883 |
| 1521 | 1558661680916 | 759605252 | 100000 | 91687 |
| 1522 | 1558661685909 | 760077861 | 100000 | 94654 |
| 1523 | 1558661690909 | 760563175 | 100000 | 97063 |
| 1524 | 1558661695909 | 761072069 | 100000 | 101779 |
| 1525 | 1558661700910 | 761600865 | 99999 | 105738 |
| 1526 | 1558661705909 | 762147580 | 99999 | 109365 |
| 1527 | 1558661710911 | 762713917 | 99999 | 113222 |
| 1528 | 1558661715916 | 763284309 | 99999 | 113964 |
| 1529 | 1558661720910 | 763873720 | 99999 | 118024 |
| 1530 | 1558661725911 | 764466504 | 99999 | 118533 |
| 1531 | 1558661730912 | 765059365 | 99999 | 118548 |
| 1532 | 1558661735911 | 765642991 | 99999 | 116749 |
| 1533 | 1558661740912 | 766219007 | 99999 | 115180 |
| 1534 | 1558661745913 | 766769291 | 100000 | 110035 |
| 1535 | 1558661750913 | 767303550 | 100000 | 106852 |
| 1536 | 1558661755912 | 767820950 | 100000 | 103501 |
| 1537 | 1558661760919 | 768315305 | 100000 | 98733 |
| 1538 | 1558661765914 | 768789613 | 100000 | 94957 |
| 1539 | 1558661770914 | 769251745 | 100000 | 92426 |
| 1540 | 1558661775912 | 769702876 | 100001 | 90262 |
| 1541 | 1558661780913 | 770143792 | 100001 | 88166 |
| 1542 | 1558661785912 | 770580700 | 100001 | 87399 |
| 1543 | 1558661790912 | 771010162 | 100001 | 85892 |
| 1544 | 1558661795917 | 771438295 | 100001 | 85541 |
| 1545 | 1558661800914 | 771867482 | 100001 | 85889 |
| 1546 | 1558661805913 | 772297853 | 100001 | 86091 |
| 1547 | 1558661810913 | 772734116 | 100001 | 87253 |
| 1548 | 1558661815914 | 773173787 | 100000 | 87917 |
| 1549 | 1558661820914 | 773626326 | 100000 | 90508 |
| 1550 | 1558661825913 | 774090727 | 100000 | 92899 |
| 1551 | 1558661830913 | 774566494 | 100000 | 95153 |
| 1552 | 1558661835914 | 775062450 | 100000 | 99171 |
| 1553 | 1558661840914 | 775574092 | 100000 | 102328 |
| 1554 | 1558661845919 | 776102235 | 99999 | 105523 |
| 1555 | 1558661850914 | 776652017 | 99999 | 110066 |
| 1556 | 1558661855915 | 777218605 | 99999 | 113295 |
| 1557 | 1558661860916 | 777797444 | 99999 | 115745 |
| 1558 | 1558661865918 | 778389568 | 99999 | 118377 |
| 1559 | 1558661870920 | 778990221 | 99999 | 120083 |
| 1560 | 1558661875916 | 779588517 | 99999 | 119755 |
| 1561 | 1558661880915 | 780175059 | 99999 | 117332 |
| 1562 | 1558661885915 | 780746380 | 99999 | 114264 |
| 1563 | 1558661890916 | 781300477 | 100000 | 110797 |
| 1564 | 1558661895915 | 781829995 | 100000 | 105925 |
| 1565 | 1558661900921 | 782341444 | 100000 | 102167 |
| 1566 | 1558661905917 | 782833657 | 100000 | 98521 |
| 1567 | 1558661910916 | 783305045 | 100000 | 94296 |
| 1568 | 1558661915916 | 783763171 | 100001 | 91625 |
| 1569 | 1558661920916 | 784208949 | 100001 | 89156 |
| 1570 | 1558661925922 | 784645607 | 100001 | 87227 |
| 1571 | 1558661930918 | 785076270 | 100001 | 86202 |
| 1572 | 1558661935916 | 785502740 | 100001 | 85328 |
| 1573 | 1558661940922 | 785925438 | 100001 | 84438 |
| 1574 | 1558661945916 | 786349833 | 100001 | 84981 |
| 1575 | 1558661950916 | 786777691 | 100001 | 85572 |
| 1576 | 1558661955922 | 787208644 | 100001 | 86087 |
| 1577 | 1558661960917 | 787650204 | 100000 | 88400 |
| 1578 | 1558661965917 | 788099979 | 100000 | 89955 |
| 1579 | 1558661970924 | 788564014 | 100000 | 92677 |
| 1580 | 1558661975917 | 789038563 | 100000 | 95043 |
| 1581 | 1558661980916 | 789536444 | 100000 | 99596 |
| 1582 | 1558661985916 | 790051009 | 100000 | 102913 |
| 1583 | 1558661990917 | 790589616 | 99999 | 107700 |
| 1584 | 1558661995917 | 791146037 | 99999 | 111284 |
| 1585 | 1558662000917 | 791717342 | 99999 | 114261 |
| 1586 | 1558662005916 | 792307849 | 99999 | 118125 |
| 1587 | 1558662010916 | 792905627 | 99999 | 119556 |
| 1588 | 1558662015919 | 793508674 | 99999 | 120537 |
| 1589 | 1558662020916 | 794104690 | 99999 | 119275 |
| 1590 | 1558662025919 | 794688799 | 99999 | 116752 |
| 1591 | 1558662030921 | 795255851 | 99999 | 113365 |
| 1592 | 1558662035919 | 795808119 | 100000 | 110498 |
| 1593 | 1558662040925 | 796337080 | 100000 | 105665 |
| 1594 | 1558662045919 | 796842048 | 100000 | 101115 |
| 1595 | 1558662050918 | 797330481 | 100000 | 97706 |
| 1596 | 1558662055918 | 797802946 | 100000 | 94493 |
| 1597 | 1558662060919 | 798260957 | 100000 | 91584 |
| 1598 | 1558662065925 | 798705197 | 100001 | 88742 |
| 1599 | 1558662070925 | 799142829 | 100001 | 87526 |
| 1600 | 1558662075919 | 799575833 | 100001 | 86705 |
| 1601 | 1558662080918 | 800004002 | 100001 | 85651 |
| 1602 | 1558662085919 | 800429942 | 100001 | 85171 |
| 1603 | 1558662090920 | 800854998 | 100001 | 84994 |
| 1604 | 1558662095921 | 801284581 | 100001 | 85899 |
| 1605 | 1558662100920 | 801718957 | 100001 | 86893 |
| 1606 | 1558662105921 | 802159200 | 100000 | 88031 |
| 1607 | 1558662110921 | 802609281 | 100000 | 90016 |
| 1608 | 1558662115923 | 803072082 | 100000 | 92523 |
| 1609 | 1558662120922 | 803552318 | 100000 | 96066 |
| 1610 | 1558662125924 | 804047238 | 100000 | 98944 |
| 1611 | 1558662130920 | 804562148 | 100000 | 103064 |
| 1612 | 1558662135921 | 805093586 | 99999 | 106266 |
| 1613 | 1558662140922 | 805647265 | 99999 | 110714 |
| 1614 | 1558662145930 | 806218317 | 99999 | 114028 |
| 1615 | 1558662150922 | 806800852 | 99999 | 116694 |
| 1616 | 1558662155921 | 807389642 | 99999 | 117782 |
| 1617 | 1558662160926 | 807985735 | 99999 | 119100 |
| 1618 | 1558662165925 | 808580331 | 99999 | 118943 |
| 1619 | 1558662170922 | 809172698 | 99999 | 118545 |
| 1620 | 1558662175922 | 809745525 | 99999 | 114565 |
| 1621 | 1558662180922 | 810293702 | 100000 | 109635 |
| 1622 | 1558662185923 | 810828691 | 100000 | 106976 |
| 1623 | 1558662190923 | 811341073 | 100000 | 102476 |
| 1624 | 1558662195922 | 811831037 | 100000 | 98012 |
| 1625 | 1558662200922 | 812306503 | 100000 | 95093 |
| 1626 | 1558662205928 | 812768843 | 100000 | 92357 |
| 1627 | 1558662210923 | 813220914 | 100001 | 90505 |
| 1628 | 1558662215923 | 813661123 | 100001 | 88042 |
| 1629 | 1558662220925 | 814096861 | 100001 | 87113 |
| 1630 | 1558662225923 | 814526390 | 100001 | 85940 |
| 1631 | 1558662230923 | 814948416 | 100001 | 84405 |
| 1632 | 1558662235923 | 815371927 | 100001 | 84702 |
| 1633 | 1558662240922 | 815800845 | 100001 | 85801 |
| 1634 | 1558662245922 | 816231831 | 100001 | 86197 |
| 1635 | 1558662250926 | 816669516 | 100000 | 87467 |
| 1636 | 1558662255923 | 817114414 | 100000 | 89033 |
| 1637 | 1558662260924 | 817573841 | 100000 | 91867 |
| 1638 | 1558662265925 | 818045553 | 100000 | 94324 |
| 1639 | 1558662270925 | 818532113 | 100000 | 97312 |
| 1640 | 1558662275933 | 819034921 | 100000 | 100401 |
| 1641 | 1558662280925 | 819556858 | 99999 | 104555 |
| 1642 | 1558662285929 | 820104533 | 99999 | 109447 |
| 1643 | 1558662290925 | 820674322 | 99999 | 114049 |
| 1644 | 1558662295924 | 821260046 | 99999 | 117168 |
| 1645 | 1558662300924 | 821862050 | 99999 | 120401 |
| 1646 | 1558662305925 | 822465579 | 99999 | 120682 |
| 1647 | 1558662310925 | 823068548 | 99999 | 120594 |
| 1648 | 1558662315924 | 823662259 | 99999 | 118766 |
| 1649 | 1558662320925 | 824244779 | 99999 | 116481 |
| 1650 | 1558662325925 | 824808128 | 100000 | 112670 |
| 1651 | 1558662330925 | 825351630 | 100000 | 108700 |
| 1652 | 1558662335926 | 825864879 | 100000 | 102629 |
| 1653 | 1558662340925 | 826363620 | 100000 | 99768 |
| 1654 | 1558662345932 | 826841389 | 100000 | 95420 |
| 1655 | 1558662350926 | 827309201 | 100000 | 93675 |
| 1656 | 1558662355925 | 827762895 | 100001 | 90757 |
| 1657 | 1558662360926 | 828201410 | 100001 | 87685 |
| 1658 | 1558662365926 | 828633876 | 100001 | 86493 |
| 1659 | 1558662370925 | 829059814 | 100001 | 85205 |
| 1660 | 1558662375933 | 829482729 | 100001 | 84448 |
| 1661 | 1558662380926 | 829904783 | 100001 | 84529 |
| 1662 | 1558662385925 | 830325561 | 100001 | 84172 |
| 1663 | 1558662390926 | 830750941 | 100001 | 85059 |
| 1664 | 1558662395926 | 831181853 | 100001 | 86182 |
| 1665 | 1558662400925 | 831619306 | 100000 | 87508 |
| 1666 | 1558662405926 | 832067006 | 100000 | 89522 |
| 1667 | 1558662410927 | 832530384 | 100000 | 92657 |
| 1668 | 1558662415927 | 833004104 | 100000 | 94744 |
| 1669 | 1558662420925 | 833502079 | 100000 | 99635 |
| 1670 | 1558662425926 | 834018840 | 100000 | 103332 |
| 1671 | 1558662430925 | 834561585 | 99999 | 108571 |
| 1672 | 1558662435925 | 835116632 | 99999 | 111009 |
| 1673 | 1558662440927 | 835702095 | 99999 | 117046 |
| 1674 | 1558662445925 | 836294718 | 99999 | 118572 |
| 1675 | 1558662450926 | 836906738 | 99999 | 122380 |
| 1676 | 1558662455927 | 837518879 | 99999 | 122404 |
| 1677 | 1558662460926 | 838132115 | 99999 | 122672 |
| 1678 | 1558662465926 | 838727642 | 99999 | 119105 |
| 1679 | 1558662470927 | 839296762 | 99999 | 113801 |
| 1680 | 1558662475927 | 839848139 | 100000 | 110275 |
| 1681 | 1558662480927 | 840377835 | 100000 | 105939 |
| 1682 | 1558662485926 | 840886688 | 100000 | 101791 |
| 1683 | 1558662490926 | 841380051 | 100000 | 98673 |
| 1684 | 1558662495927 | 841852659 | 100000 | 94503 |
| 1685 | 1558662500927 | 842307654 | 100000 | 90999 |
| 1686 | 1558662505927 | 842750302 | 100001 | 88530 |
| 1687 | 1558662510926 | 843186163 | 100001 | 87190 |
| 1688 | 1558662515927 | 843611251 | 100001 | 85001 |
| 1689 | 1558662520927 | 844035028 | 100001 | 84755 |
| 1690 | 1558662525927 | 844456666 | 100001 | 84328 |
| 1691 | 1558662530934 | 844875510 | 100001 | 83652 |
| 1692 | 1558662535927 | 845294562 | 100001 | 83928 |
| 1693 | 1558662540935 | 845717067 | 100001 | 84366 |
| 1694 | 1558662545928 | 846148058 | 100001 | 86319 |
| 1695 | 1558662550933 | 846587492 | 100000 | 87799 |
| 1696 | 1558662555929 | 847037595 | 100000 | 90093 |
| 1697 | 1558662560929 | 847501402 | 100000 | 92761 |
| 1698 | 1558662565928 | 847979593 | 100000 | 95657 |
| 1699 | 1558662570929 | 848480230 | 100000 | 100107 |
| 1700 | 1558662575935 | 849005029 | 99999 | 104834 |
| 1701 | 1558662580930 | 849552962 | 99999 | 109696 |
| 1702 | 1558662585930 | 850118760 | 99999 | 113160 |
| 1703 | 1558662590929 | 850706593 | 99999 | 117590 |
| 1704 | 1558662595930 | 851311476 | 99999 | 120952 |
| 1705 | 1558662600939 | 851929748 | 99999 | 123432 |
| 1706 | 1558662605931 | 852552449 | 99999 | 124740 |
| 1707 | 1558662610930 | 853162734 | 99999 | 122081 |
| 1708 | 1558662615933 | 853754254 | 99999 | 118233 |
| 1709 | 1558662620931 | 854323997 | 99999 | 113994 |
| 1710 | 1558662625931 | 854878008 | 100000 | 110802 |
| 1711 | 1558662630930 | 855408683 | 100000 | 106156 |
| 1712 | 1558662635930 | 855912792 | 100000 | 100822 |
| 1713 | 1558662640931 | 856396520 | 100000 | 96726 |
| 1714 | 1558662645930 | 856860161 | 100000 | 92747 |
| 1715 | 1558662650932 | 857312618 | 100001 | 90455 |
| 1716 | 1558662655939 | 857752218 | 100001 | 87797 |
| 1717 | 1558662660931 | 858182848 | 100001 | 86264 |
| 1718 | 1558662665931 | 858607611 | 100001 | 84953 |
| 1719 | 1558662670930 | 859026080 | 100001 | 83711 |
| 1720 | 1558662675934 | 859442035 | 100001 | 83125 |
| 1721 | 1558662680931 | 859859742 | 100001 | 83592 |
| 1722 | 1558662685932 | 860272466 | 100001 | 82528 |
| 1723 | 1558662690932 | 860694905 | 100001 | 84488 |
| 1724 | 1558662695934 | 861125844 | 100001 | 86153 |
| 1725 | 1558662700932 | 861567959 | 100000 | 88458 |
| 1726 | 1558662705931 | 862016033 | 100000 | 89633 |
| 1727 | 1558662710938 | 862480085 | 100000 | 92681 |
| 1728 | 1558662715932 | 862965825 | 100000 | 97265 |
| 1729 | 1558662720936 | 863474225 | 100000 | 101599 |
| 1730 | 1558662725932 | 864000432 | 99999 | 105326 |
| 1731 | 1558662730931 | 864554230 | 99999 | 110782 |
| 1732 | 1558662735935 | 865129083 | 99999 | 114879 |
| 1733 | 1558662740935 | 865725582 | 99999 | 119300 |
| 1734 | 1558662745931 | 866333893 | 99999 | 121760 |
| 1735 | 1558662750932 | 866949924 | 99999 | 123182 |
| 1736 | 1558662755933 | 867564987 | 99999 | 122988 |
| 1737 | 1558662760934 | 868165320 | 99999 | 120043 |
| 1738 | 1558662765933 | 868758718 | 99999 | 118703 |
| 1739 | 1558662770933 | 869330758 | 99999 | 114408 |
| 1740 | 1558662775945 | 869882591 | 100000 | 110102 |
| 1741 | 1558662780945 | 870411624 | 100000 | 105807 |
| 1742 | 1558662785934 | 870917425 | 100000 | 101383 |
| 1743 | 1558662790934 | 871401613 | 100000 | 96838 |
| 1744 | 1558662795935 | 871867343 | 100000 | 93127 |
| 1745 | 1558662800934 | 872318481 | 100001 | 90246 |
| 1746 | 1558662805945 | 872761560 | 100001 | 88421 |
| 1747 | 1558662810936 | 873193971 | 100001 | 86638 |
| 1748 | 1558662815936 | 873615221 | 100001 | 84250 |
| 1749 | 1558662820936 | 874034519 | 100001 | 83860 |
| 1750 | 1558662825936 | 874448253 | 100001 | 82747 |
| 1751 | 1558662830935 | 874864751 | 100001 | 83316 |
| 1752 | 1558662835936 | 875281533 | 100001 | 83340 |
| 1753 | 1558662840937 | 875701486 | 100001 | 83974 |
| 1754 | 1558662845937 | 876131586 | 100001 | 86020 |
| 1755 | 1558662850936 | 876566999 | 100000 | 87100 |
| 1756 | 1558662855937 | 877015041 | 100000 | 89590 |
| 1757 | 1558662860937 | 877474271 | 100000 | 91846 |
| 1758 | 1558662865939 | 877956248 | 100000 | 96357 |
| 1759 | 1558662870936 | 878456191 | 100000 | 100049 |
| 1760 | 1558662875936 | 878977929 | 99999 | 104348 |
| 1761 | 1558662880937 | 879525458 | 99999 | 109484 |
| 1762 | 1558662885937 | 880091811 | 99999 | 113271 |
| 1763 | 1558662890937 | 880685799 | 99999 | 118798 |
| 1764 | 1558662895937 | 881294681 | 99999 | 121776 |
| 1765 | 1558662900941 | 881913347 | 99999 | 123634 |
| 1766 | 1558662905936 | 882535241 | 99999 | 124503 |
| 1767 | 1558662910944 | 883146173 | 99999 | 121991 |
| 1768 | 1558662915936 | 883740044 | 99999 | 118965 |
| 1769 | 1558662920937 | 884320022 | 99999 | 115972 |
| 1770 | 1558662925936 | 884876407 | 100000 | 111299 |
| 1771 | 1558662930937 | 885416686 | 100000 | 108034 |
| 1772 | 1558662935938 | 885933247 | 100000 | 103292 |
| 1773 | 1558662940943 | 886424411 | 100000 | 98135 |
